namespace,ConceptScheme,title@de,description@de,creator,publisher,license,rights,contributor,subject@de,subject@en
https://www.w3id.org/conservation/terms/metadata/,https://www.w3id.org/conservation/terms/metadata,Metadatenvokabular Konservierung/Restaurierung,Eine referenzierbare Sammlung relevanter Metadaten des Faches.,TWG Standards,Deutsches Bergbau-Museum Bochum|Leibniz-Zentrum für Archäologie|Reiss-Engelhorn-Museen|Verband der Restaurator:innen (VDR) e.V.,https://creativecommons.org/licenses/by/4.0/,CC BY 4.0,Kristina Fischer (LEIZA)|Lasse Mempel-Länger (LEIZA)|Gudrun Schwenk (SODa)|Gisela Gulbins (REM/VDR)|Nathaly Witt (LEIZA)|Sarah Thompson|Elena Gómez Sánchez (DBM)|Birte Reepen,Konservierung|Restaurierung|Metadaten,conservation|restoration|metadata
