namespace,ConceptScheme,title@de,description@de,creator,publisher,license,rights,contributor,subject@de,subject@en
https://www.w3id.org/conservation/terms/metadata/,https://www.w3id.org/conservation/terms/metadata,Metadatenvokabular Konservierung/Restaurierung,Eine referenzierbare Sammlung relevanter Metadaten des Faches.,TWG Standards,TWG Standards,https://creativecommons.org/licenses/by/4.0/,CC BY 4.0,,Konservierung|Restaurierung|Metadaten,conservation|restoration|metadata
